Код дилера;Сервисный код дилера;;;Код SAP площадки;;Контрагент;;Модель;Код модели;Год производства;Рабочий объем;Тип двигателя;Стоимость работ;;;;;;Стоимость запчастей;;;;;;Стоимость запчастей PL-2;;;Итого - ремонт;;;;;;Итого - PL-2 ремонт;;
RC481;01131;;;C40AF01131;;Нижегородец Дельта;;Santa Fe;CM;2006 - 2012;2.4;Бензиновый;3740,00;5060,00;3740,00;5940,00;3740,00;5060,00;6499,00;8999,00;7691,00;14014,00;6499,00;11816,00;11759,00;5666,00;9155,00;10239,00;14059,00;11431,00;19954,00;10239,00;16876,00;17699,00;9406,00;14215,00
RC481;01131;;;C40AF01131;;Нижегородец Дельта;;Santa Fe;CM;2006 - 2012;2.2;Дизельный;3080,00;5720,00;3300,00;6160,00;3080,00;7040,00;8969,00;10161,00;8969,00;13052,00;8969,00;10161,00;11754,00;8933,00;9533,00;12049,00;15881,00;12269,00;19212,00;12049,00;17201,00;17914,00;12013,00;16573,00
RC481;01131;;;C40AF01131;;Нижегородец Дельта;;Santa Fe;DM;2012 - 2018;2.4;Бензиновый;3740,00;5060,00;3740,00;5940,00;3740,00;5060,00;8958,00;9558,00;8958,00;11752,00;8958,00;9558,00;9253,00;7451,00;8051,00;12698,00;14618,00;12698,00;17692,00;12698,00;14618,00;15193,00;11191,00;13111,00
RC481;01131;;;C40AF01131;;Нижегородец Дельта;;Santa Fe;DM;2012 - 2018;2.2;Дизельный;3740,00;5060,00;3740,00;5280,00;3740,00;5280,00;12065,00;17248,00;12065,00;17248,00;12065,00;17248,00;15794,00;11512,00;11211,00;15805,00;22308,00;15805,00;22528,00;15805,00;22528,00;21074,00;15252,00;16491,00
RC481;01131;;;C40AF01131;;Нижегородец Дельта;;Santa Fe;TM;2019 -;3.5;Бензиновый;3740,00;5060,00;3740,00;5940,00;3740,00;5060,00;8835,00;9795,00;8835,00;16284,00;8835,00;9795,00;11530,00;8580,00;9180,00;12575,00;14855,00;12575,00;22224,00;12575,00;14855,00;17470,00;12320,00;14240,00
RC481;01131;;;C40AF01131;;Нижегородец Дельта;;Santa Fe;TM;2019 -;2.2;Дизельный;3740,00;5060,00;3740,00;5940,00;3740,00;5280,00;10361,00;15390,00;10361,00;15390,00;10361,00;15390,00;15071,00;10042,00;10642,00;14101,00;20450,00;14101,00;21330,00;14101,00;20670,00;21011,00;13782,00;15922,00
RC481;01131;;;C40AF01131;;Нижегородец Дельта;;Santa Fe;TM;2019 -;2.4;Бензиновый;3740,00;5060,00;3740,00;5940,00;3740,00;5060,00;9341,00;9941,00;9341,00;12291,00;9341,00;9941,00;11919,00;8969,00;9569,00;13081,00;15001,00;13081,00;18231,00;13081,00;15001,00;17859,00;12709,00;14629,00
RC481;01131;;;C40AF01131;;Нижегородец Дельта;;Grand Santa Fe;NC;2012 - 2018;3.3;Бензиновый;3740,00;5060,00;3740,00;5940,00;3740,00;5060,00;9664,00;10264,00;9664,00;12458,00;9664,00;10264,00;9962,00;8160,00;8760,00;13404,00;15324,00;13404,00;18398,00;13404,00;15324,00;15902,00;11900,00;13820,00
RC481;01131;;;C40AF01131;;Нижегородец Дельта;;Grand Santa Fe;NC;2012 - 2018;2.4 GDI;Бензиновый;3740,00;5060,00;3740,00;5940,00;3740,00;5060,00;10294,00;10894,00;10294,00;12488,00;10294,00;10894,00;10592,00;8790,00;9390,00;14034,00;15954,00;14034,00;18428,00;14034,00;15954,00;16532,00;12530,00;14450,00
RC481;01131;;;C40AF01131;;Нижегородец Дельта;;Grand Santa Fe;NC;2012 - 2018;2.2;Дизельный;3740,00;5060,00;3740,00;5280,00;3740,00;5280,00;11545,00;15761,00;12065,00;15761,00;12065,00;15761,00;13053,00;10191,00;10791,00;15285,00;20821,00;15805,00;21041,00;15805,00;21041,00;18333,00;13931,00;16071,00
RC481;01131;;;C40AF01131;;Нижегородец Дельта;;H1;TQ;2007 -;2.4;Бензиновый;3080,00;4180,00;3080,00;5060,00;3080,00;4400,00;8319,00;13035,00;8319,00;15120,00;8319,00;13035,00;9176,00;7309,00;7909,00;11399,00;17215,00;11399,00;20180,00;11399,00;17435,00;14236,00;10389,00;12309,00
RC481;01131;;;C40AF01131;;Нижегородец Дельта;;H1;TQ;2007 -;2.5;Дизельный;3080,00;4180,00;3080,00;4180,00;3080,00;4180,00;11447,00;14772,00;11447,00;14772,00;11447,00;14772,00;12326,00;9633,00;10233,00;14527,00;18952,00;14527,00;18952,00;14527,00;18952,00;16506,00;12713,00;14413,00
RC449;01123;;;C40AF01123;;Арконт М;;Solaris;HCR;2017 -;1.4;Бензиновый;2520,00;3420,00;2520,00;4320,00;2520,00;3420,00;5952,00;13782,00;5952,00;16266,00;5952,00;13782,00;;;;8472,00;17202,00;8472,00;20586,00;8472,00;17202,00;4320,00;2520,00;3420,00
RC449;01123;;;C40AF01123;;Арконт М;;Solaris;HCR;2017 -;1.6;Бензиновый;2520,00;3420,00;2520,00;4320,00;2520,00;3420,00;5952,00;9622,00;5952,00;12106,00;5952,00;9622,00;;;;8472,00;13042,00;8472,00;16426,00;8472,00;13042,00;4320,00;2520,00;3420,00
RC449;01123;;;C40AF01123;;Арконт М;;Solaris;RBR;2011 - 2016;1.4;Бензиновый;2520,00;3420,00;2520,00;4320,00;2520,00;3420,00;5752,00;8530,00;5752,00;10525,00;5752,00;8530,00;;;;8272,00;11950,00;8272,00;14845,00;8272,00;11950,00;4320,00;2520,00;3420,00
RC449;01123;;;C40AF01123;;Арконт М;;Solaris;RBR;2011 - 2016;1.6;Бензиновый;2520,00;3420,00;2520,00;4320,00;2520,00;3420,00;5752,00;9422,00;5752,00;11417,00;5752,00;9422,00;;;;8272,00;12842,00;8272,00;15737,00;8272,00;12842,00;4320,00;2520,00;3420,00
RC449;01123;;;C40AF01123;;Арконт М;;i30;Gde;2012 - 2017;1.4;Бензиновый;2520,00;3420,00;2520,00;4140,00;2520,00;3600,00;7454,00;9750,00;7454,00;11645,00;7454,00;9750,00;;;;9974,00;13170,00;9974,00;15785,00;9974,00;13350,00;4140,00;2520,00;3600,00
RC449;01123;;;C40AF01123;;Арконт М;;i30;Gde;2012 - 2017;1.6;Бензиновый;2520,00;3420,00;2520,00;4140,00;2520,00;3600,00;7454,00;9750,00;7454,00;11645,00;7454,00;9750,00;;;;9974,00;13170,00;9974,00;15785,00;9974,00;13350,00;4140,00;2520,00;3600,00
RC449;01123;;;C40AF01123;;Арконт М;;i30;PDe;2017 -;1.4;Бензиновый;2520,00;3420,00;2520,00;4140,00;2520,00;3600,00;7057,00;16607,00;7057,00;18653,00;7057,00;16607,00;;;;9577,00;20027,00;9577,00;22793,00;9577,00;20207,00;4140,00;2520,00;3600,00
RC449;01123;;;C40AF01123;;Арконт М;;i30;PDe;2017 -;1.6;Бензиновый;2520,00;3420,00;2520,00;4140,00;2520,00;3600,00;7057,00;9908,00;7057,00;12179,00;7057,00;9908,00;;;;9577,00;13328,00;9577,00;16319,00;9577,00;13508,00;4140,00;2520,00;3600,00
RC449;01123;;;C40AF01123;;Арконт М;;i30n;PDeN;2018 -;2.0;Бензиновый;2520,00;3420,00;2520,00;4140,00;2520,00;3600,00;8595,00;19445,00;8595,00;21491,00;8595,00;19445,00;;;;11115,00;22865,00;11115,00;25631,00;11115,00;23045,00;4140,00;2520,00;3600,00
RC449;01123;;;C40AF01123;;Арконт М;;Elantra;MD;2011 - 2016;1.6;Бензиновый;2520,00;3420,00;2520,00;4140,00;2520,00;3600,00;7374,00;9018,00;7374,00;12009,00;7374,00;9018,00;;;;9894,00;12438,00;9894,00;16149,00;9894,00;12618,00;4140,00;2520,00;3600,00
RC449;01123;;;C40AF01123;;Арконт М;;Elantra;MD;2011 - 2016;1.8;Бензиновый;2520,00;3420,00;2520,00;4140,00;2520,00;3600,00;7934,00;12200,00;7934,00;14381,00;7934,00;12200,00;;;;10454,00;15620,00;10454,00;18521,00;10454,00;15800,00;4140,00;2520,00;3600,00
RC449;01123;;;C40AF01123;;Арконт М;;Elantra;AD;2016 -;1.6;Бензиновый;2520,00;3420,00;2520,00;4140,00;2520,00;3600,00;6977,00;9018,00;6977,00;12009,00;6977,00;9018,00;;;;9497,00;12438,00;9497,00;16149,00;9497,00;12618,00;4140,00;2520,00;3600,00
RC449;01123;;;C40AF01123;;Арконт М;;Elantra;AD;2016 -;2.0;Бензиновый;2520,00;3420,00;2520,00;4140,00;2520,00;3600,00;7377,00;12040,00;7377,00;15236,00;7377,00;12040,00;;;;9897,00;15460,00;9897,00;19376,00;9897,00;15640,00;4140,00;2520,00;3600,00
RC449;01123;;;C40AF01123;;Арконт М;;Veloster;FS;2011 - 2016;1.6;Бензиновый;;;;;;;;;;;;;;;;;;;;;;;;
RC449;01123;;;C40AF01123;;Арконт М;;Veloster;FS;2011 - 2016;1.6T GDI;Бензиновый;;;;;;;;;;;;;;;;;;;;;;;;
RC449;01123;;;C40AF01123;;Арконт М;;Sonata;LF;2017 - 2019;2.0;Бензиновый;2520,00;3240,00;2520,00;5040,00;2520,00;3240,00;7805,00;12071,00;7805,00;16490,00;7805,00;12071,00;;;;10325,00;15311,00;10325,00;21530,00;10325,00;15311,00;5040,00;2520,00;3240,00
RC449;01123;;;C40AF01123;;Арконт М;;Sonata;LF;2017 - 2019;2.4 GDi;Бензиновый;2520,00;4140,00;2520,00;5040,00;2520,00;4140,00;8238,00;14521,00;8238,00;19266,00;8238,00;14521,00;;;;10758,00;18661,00;10758,00;24306,00;10758,00;18661,00;5040,00;2520,00;4140,00
RC449;01123;;;C40AF01123;;Арконт М;;Sonata;DN8;2020 -;2.0;Бензиновый;2520,00;3240,00;2520,00;5040,00;2520,00;3240,00;7175,00;11441,00;7175,00;14037,00;7175,00;11441,00;;;;9695,00;14681,00;9695,00;19077,00;9695,00;14681,00;5040,00;2520,00;3240,00
RC449;01123;;;C40AF01123;;Арконт М;;Sonata;DN8;2020 -;2.5;Бензиновый;2520,00;4140,00;2520,00;5040,00;2520,00;4140,00;9640,00;18434,00;9640,00;21030,00;9640,00;18434,00;;;;12160,00;22574,00;12160,00;26070,00;12160,00;22574,00;5040,00;2520,00;4140,00
RC449;01123;;;C40AF01123;;Арконт М;;i40;VF;2011 - 2017;1.6;Бензиновый;2520,00;3420,00;2520,00;4140,00;2520,00;3600,00;7238,00;11504,00;7238,00;15073,00;7238,00;11504,00;;;;9758,00;14924,00;9758,00;19213,00;9758,00;15104,00;4140,00;2520,00;3600,00
RC449;01123;;;C40AF01123;;Арконт М;;i40;VF;2011 - 2017;2.0;Бензиновый;2520,00;3420,00;2520,00;4140,00;2520,00;3600,00;7558,00;11824,00;7558,00;13913,00;7558,00;11824,00;;;;10078,00;15244,00;10078,00;18053,00;10078,00;15424,00;4140,00;2520,00;3600,00
RC449;01123;;;C40AF01123;;Арконт М;;i40;VF;2011 - 2017;1.7;Дизельный;2520,00;3420,00;2520,00;3420,00;2520,00;3420,00;8670,00;13586,00;8670,00;13586,00;8670,00;13586,00;;;;11190,00;17006,00;11190,00;17006,00;11190,00;17006,00;3420,00;2520,00;3420,00
RC449;01123;;;C40AF01123;;Арконт М;;Creta;GSr;2016 -;1.6;Бензиновый;3060,00;4140,00;3060,00;4860,00;3060,00;4140,00;6206,00;9876,00;6206,00;12013,00;6206,00;9876,00;;;;9266,00;14016,00;9266,00;16873,00;9266,00;14016,00;4860,00;3060,00;4140,00
RC449;01123;;;C40AF01123;;Арконт М;;Creta;GSr;2016 -;2.0;Бензиновый;3060,00;4140,00;3060,00;4860,00;3060,00;4140,00;6526,00;10792,00;6526,00;12929,00;6526,00;10792,00;;;;9586,00;14932,00;9586,00;17789,00;9586,00;14932,00;4860,00;3060,00;4140,00
RC449;01123;;;C40AF01123;;Арконт М;;ix35;Ele;2010 - 2015;2.0;Бензиновый;3060,00;4140,00;3060,00;4860,00;3060,00;4140,00;7199,00;10221,00;7199,00;13617,00;7199,00;10221,00;;;;10259,00;14361,00;10259,00;18477,00;10259,00;14361,00;4860,00;3060,00;4140,00
RC449;01123;;;C40AF01123;;Арконт М;;ix35;Ele;2010 - 2015;2.0;Дизельный;3060,00;4140,00;3060,00;4320,00;3060,00;4320,00;11003,00;14230,00;11003,00;14230,00;11003,00;14230,00;;;;14063,00;18370,00;14063,00;18550,00;14063,00;18550,00;4320,00;3060,00;4320,00
RC449;01123;;;C40AF01123;;Арконт М;;Tucson;TLe;2015 -;2.0;Бензиновый;3060,00;4140,00;3060,00;4860,00;3060,00;4140,00;7442,00;11708,00;7442,00;14376,00;7442,00;11708,00;;;;10502,00;15848,00;10502,00;19236,00;10502,00;15848,00;4860,00;3060,00;4140,00
RC449;01123;;;C40AF01123;;Арконт М;;Tucson;TLe;2015 -;1.6T GDI;Бензиновый;3060,00;4140,00;3060,00;4860,00;3060,00;4140,00;7842,00;14564,00;7842,00;16610,00;7842,00;14564,00;;;;10902,00;18704,00;10902,00;21470,00;10902,00;18704,00;4860,00;3060,00;4140,00
RC449;01123;;;C40AF01123;;Арконт М;;Tucson;TLe;2015 -;2.0;Дизельный;3060,00;4140,00;3060,00;4320,00;3060,00;4320,00;10401,00;15292,00;10401,00;15292,00;10401,00;15292,00;;;;13461,00;19432,00;13461,00;19612,00;13461,00;19612,00;4320,00;3060,00;4320,00
RC449;01123;;;C40AF01123;;Арконт М;;Tucson;TLe;2015 -;2.4;Бензиновый;3060,00;4140,00;3060,00;4860,00;3060,00;4140,00;8082,00;14556,00;8082,00;16602,00;8082,00;14556,00;;;;11142,00;18696,00;11142,00;21462,00;11142,00;18696,00;4860,00;3060,00;4140,00
RC449;01123;;;C40AF01123;;Арконт М;;Santa Fe;CM;2006 - 2012;2.4;Бензиновый;3060,00;4140,00;3060,00;4860,00;3060,00;4140,00;7609,00;10631,00;7609,00;14805,00;7609,00;10631,00;;;;10669,00;14771,00;10669,00;19665,00;10669,00;14771,00;4860,00;3060,00;4140,00
RC449;01123;;;C40AF01123;;Арконт М;;Santa Fe;CM;2006 - 2012;2.2;Дизельный;3060,00;4140,00;3060,00;4320,00;3060,00;4320,00;16279,00;26827,00;16279,00;26827,00;16279,00;26827,00;;;;19339,00;30967,00;19339,00;31147,00;19339,00;31147,00;4320,00;3060,00;4320,00
RC449;01123;;;C40AF01123;;Арконт М;;Santa Fe;DM;2012 - 2018;2.4;Бензиновый;3060,00;4140,00;3060,00;4860,00;3060,00;4140,00;8269,00;14743,00;8269,00;17824,00;8269,00;14743,00;;;;11329,00;18883,00;11329,00;22684,00;11329,00;18883,00;4860,00;3060,00;4140,00
RC449;01123;;;C40AF01123;;Арконт М;;Santa Fe;DM;2012 - 2018;2.2;Дизельный;3060,00;4140,00;3060,00;4320,00;3060,00;4320,00;11672,00;15572,00;11672,00;15572,00;11672,00;15572,00;;;;14732,00;19712,00;14732,00;19892,00;14732,00;19892,00;4320,00;3060,00;4320,00
RC449;01123;;;C40AF01123;;Арконт М;;Santa Fe;TM;2019 -;3.5;Бензиновый;3060,00;4140,00;3060,00;4860,00;3060,00;4140,00;9995,00;16019,00;9995,00;18156,00;9995,00;16019,00;;;;13055,00;20159,00;13055,00;23016,00;13055,00;20159,00;4860,00;3060,00;4140,00
RC449;01123;;;C40AF01123;;Арконт М;;Santa Fe;TM;2019 -;2.2;Дизельный;3060,00;4140,00;3060,00;4320,00;3060,00;4320,00;11352,00;16129,00;11352,00;16129,00;11352,00;16129,00;;;;14412,00;20269,00;14412,00;20449,00;14412,00;20449,00;4320,00;3060,00;4320,00
RC449;01123;;;C40AF01123;;Арконт М;;Santa Fe;TM;2019 -;2.4;Бензиновый;3060,00;4140,00;3060,00;4860,00;3060,00;4320,00;9995,00;16019,00;9995,00;18156,00;9995,00;16019,00;;;;13055,00;20159,00;13055,00;23016,00;13055,00;20339,00;4860,00;3060,00;4320,00
RC449;01123;;;C40AF01123;;Арконт М;;Grand Santa Fe;NC;2012 - 2018;3.3;Бензиновый;3060,00;4140,00;3060,00;4860,00;3060,00;4140,00;9519,00;13785,00;9519,00;13785,00;9519,00;13785,00;;;;12579,00;17925,00;12579,00;18645,00;12579,00;17925,00;4860,00;3060,00;4140,00
RC449;01123;;;C40AF01123;;Арконт М;;Grand Santa Fe;NC;2012 - 2018;2.4 GDI;Бензиновый;3060,00;4140,00;3060,00;4860,00;3060,00;4320,00;9519,00;13785,00;9519,00;13785,00;9519,00;13785,00;;;;12579,00;17925,00;12579,00;18645,00;12579,00;18105,00;4860,00;3060,00;4320,00
RC449;01123;;;C40AF01123;;Арконт М;;Grand Santa Fe;NC;2012 - 2018;2.2;Дизельный;3060,00;4140,00;3060,00;4320,00;3060,00;4320,00;11672,00;15572,00;11672,00;15572,00;11672,00;15572,00;;;;14732,00;19712,00;14732,00;19892,00;14732,00;19892,00;4320,00;3060,00;4320,00
RC449;01123;;;C40AF01123;;Арконт М;;H1;TQ;2007 -;2.4;Бензиновый;3060,00;4140,00;3060,00;4320,00;3060,00;4320,00;8197,00;12687,00;8197,00;14582,00;8197,00;12687,00;;;;11257,00;16827,00;11257,00;18902,00;11257,00;17007,00;4320,00;3060,00;4320,00
RC449;01123;;;C40AF01123;;Арконт М;;H1;TQ;2007 -;2.5;Дизельный;3060,00;4140,00;3060,00;4320,00;3060,00;4320,00;12261,00;15488,00;12261,00;15488,00;12261,00;15488,00;;;;15321,00;19628,00;15321,00;19808,00;15321,00;19808,00;4320,00;3060,00;4320,00
RC532;10223;;;C40AF10223;;Регинас Екатеринбург;;Solaris;HCR;2017 -;1.4;Бензиновый;2450,00;3325,00;2450,00;4200,00;2450,00;3325,00;4840,00;5770,00;4840,00;8255,00;4840,00;5770,00;8000,00;4585,00;5514,00;7290,00;9095,00;7290,00;12455,00;7290,00;9095,00;12200,00;7035,00;8839,00
RC532;10223;;;C40AF10223;;Регинас Екатеринбург;;Solaris;HCR;2017 -;1.6;Бензиновый;2450,00;3325,00;2450,00;4200,00;2450,00;3325,00;4712,00;8561,00;4712,00;11046,00;4712,00;8561,00;11022,00;4688,00;8537,00;7162,00;11886,00;7162,00;15246,00;7162,00;11886,00;15222,00;7138,00;11862,00
RC532;10223;;;C40AF10223;;Регинас Екатеринбург;;Solaris;RBR;2011 - 2016;1.4;Бензиновый;2450,00;3325,00;2450,00;4200,00;2450,00;3325,00;4645,00;7602,00;4645,00;9597,00;4645,00;7602,00;7585,00;3940,00;6493,00;7095,00;10927,00;7095,00;13797,00;7095,00;10927,00;11785,00;6390,00;9818,00
RC532;10223;;;C40AF10223;;Регинас Екатеринбург;;Solaris;RBR;2011 - 2016;1.6;Бензиновый;2450,00;3325,00;2450,00;4200,00;2450,00;3325,00;4645,00;7602,00;4645,00;9597,00;4645,00;7602,00;7585,00;3940,00;6493,00;7095,00;10927,00;7095,00;13797,00;7095,00;10927,00;11785,00;6390,00;9818,00
RC532;10223;;;C40AF10223;;Регинас Екатеринбург;;i30;Gde;2012 - 2017;1.4;Бензиновый;2450,00;3325,00;2450,00;4025,00;2450,00;3325,00;6108,00;8741,00;6108,00;10637,00;6108,00;8741,00;8559,00;5074,00;7407,00;8558,00;12066,00;8558,00;14662,00;8558,00;12066,00;12584,00;7524,00;10732,00
RC532;10223;;;C40AF10223;;Регинас Екатеринбург;;i30;Gde;2012 - 2017;1.6;Бензиновый;2450,00;3325,00;2450,00;4025,00;2450,00;3325,00;6108,00;8741,00;6108,00;10637,00;6108,00;8741,00;8559,00;5074,00;7407,00;8558,00;12066,00;8558,00;14662,00;8558,00;12066,00;12584,00;7524,00;10732,00
RC532;10223;;;C40AF10223;;Регинас Екатеринбург;;i30;PDe;2017 -;1.4;Бензиновый;2450,00;3325,00;2450,00;4025,00;2450,00;3325,00;5818,00;6747,00;5818,00;8794,00;5818,00;6747,00;8228,00;5252,00;6181,00;8268,00;10072,00;8268,00;12819,00;8268,00;10072,00;12253,00;7702,00;9506,00
RC532;10223;;;C40AF10223;;Регинас Екатеринбург;;i30;PDe;2017 -;1.6;Бензиновый;2450,00;3325,00;2450,00;4025,00;2450,00;3325,00;5818,00;8451,00;5818,00;11120,00;5818,00;8451,00;10254,00;5252,00;7585,00;8268,00;11776,00;8268,00;15145,00;8268,00;11776,00;14279,00;7702,00;10910,00
RC532;10223;;;C40AF10223;;Регинас Екатеринбург;;i30n;PDeN;2018 -;2.0;Бензиновый;2450,00;3325,00;2450,00;4025,00;2450,00;3325,00;7658,00;8587,00;7658,00;10635,00;7658,00;8587,00;10500,00;7500,00;8400,00;10108,00;11912,00;10108,00;14660,00;10108,00;11912,00;14525,00;9950,00;11725,00
RC532;10223;;;C40AF10223;;Регинас Екатеринбург;;Elantra;MD;2011 - 2016;1.6;Бензиновый;1715,00;2328,00;1715,00;2818,00;1715,00;2328,00;5818,00;8451,00;5818,00;12038,00;5818,00;8451,00;9690,00;5176,00;7509,00;7533,00;10779,00;7533,00;14856,00;7533,00;10779,00;12508,00;6891,00;9837,00
RC532;10223;;;C40AF10223;;Регинас Екатеринбург;;Elantra;MD;2011 - 2016;1.8;Бензиновый;1715,00;2328,00;1715,00;2818,00;1715,00;2328,00;6118,00;7047,00;6118,00;10634,00;6118,00;7047,00;8586,00;5476,00;6405,00;7833,00;9375,00;7833,00;13452,00;7833,00;9375,00;11404,00;7191,00;8733,00
RC532;10223;;;C40AF10223;;Регинас Екатеринбург;;Elantra;AD;2016 -;1.6;Бензиновый;2450,00;3325,00;2450,00;4025,00;2450,00;3325,00;5818,00;8451,00;5818,00;12038,00;5818,00;8451,00;10029,00;5110,00;7442,00;8268,00;11776,00;8268,00;16063,00;8268,00;11776,00;14054,00;7560,00;10767,00
RC532;10223;;;C40AF10223;;Регинас Екатеринбург;;Elantra;AD;2016 -;2.0;Бензиновый;2450,00;3325,00;2450,00;4025,00;2450,00;3325,00;6118,00;7047,00;6118,00;10634,00;6118,00;7047,00;9925,00;5409,00;6338,00;8568,00;10372,00;8568,00;14659,00;8568,00;10372,00;13950,00;7859,00;9663,00
RC532;10223;;;C40AF10223;;Регинас Екатеринбург;;Veloster;FS;2011 - 2016;1.6;Бензиновый;2450,00;3325,00;2450,00;4025,00;2450,00;3325,00;5138,00;7891,00;5138,00;10071,00;5138,00;7891,00;8731,00;4217,00;6550,00;7588,00;11216,00;7588,00;14096,00;7588,00;11216,00;12756,00;6667,00;9875,00
RC532;10223;;;C40AF10223;;Регинас Екатеринбург;;Veloster;FS;2011 - 2016;1.6T GDI;Бензиновый;2450,00;3325,00;2450,00;4025,00;2450,00;3325,00;5856,00;6676,00;5856,00;8866,00;5856,00;6676,00;7826,00;4816,00;5636,00;8306,00;10001,00;8306,00;12891,00;8306,00;10001,00;11851,00;7266,00;8961,00
RC532;10223;;;C40AF10223;;Регинас Екатеринбург;;Sonata;LF;2017 - 2019;2.0;Бензиновый;2450,00;3325,00;2450,00;4025,00;2450,00;3325,00;6623,00;7552,00;6623,00;11139,00;6623,00;7552,00;10217,00;5701,00;6630,00;9073,00;10877,00;9073,00;15164,00;9073,00;10877,00;14242,00;8151,00;9955,00
RC532;10223;;;C40AF10223;;Регинас Екатеринбург;;Sonata;LF;2017 - 2019;2.4 GDi;Бензиновый;2450,00;3325,00;2450,00;4025,00;2450,00;3325,00;6944,00;7873,00;6944,00;11375,00;6944,00;7873,00;10611,00;6180,00;7110,00;9394,00;11198,00;9394,00;15400,00;9394,00;11198,00;14636,00;8630,00;10435,00
RC532;10223;;;C40AF10223;;Регинас Екатеринбург;;Sonata;DN8;2020 -;2.0;Бензиновый;2450,00;3325,00;2450,00;4025,00;2450,00;3325,00;6858,00;7787,00;6858,00;10350,00;6858,00;7787,00;10200,00;6700,00;7500,00;9308,00;11112,00;9308,00;14375,00;9308,00;11112,00;14225,00;9150,00;10825,00
RC532;10223;;;C40AF10223;;Регинас Екатеринбург;;Sonata;DN8;2020 -;2.5;Бензиновый;2450,00;3325,00;2450,00;4025,00;2450,00;3325,00;8238,00;9167,00;8238,00;11763,00;8238,00;9167,00;11500,00;8050,00;9000,00;10688,00;12492,00;10688,00;15788,00;10688,00;12492,00;15525,00;10500,00;12325,00
RC532;10223;;;C40AF10223;;Регинас Екатеринбург;;i40;VF;2011 - 2017;1.6;Бензиновый;2450,00;3325,00;2450,00;4025,00;2450,00;3325,00;6469,00;7398,00;6469,00;9487,00;6469,00;7398,00;7850,00;5316,00;6245,00;8919,00;10723,00;8919,00;13512,00;8919,00;10723,00;11875,00;7766,00;9570,00
RC532;10223;;;C40AF10223;;Регинас Екатеринбург;;i40;VF;2011 - 2017;2.0;Бензиновый;2450,00;3325,00;2450,00;4025,00;2450,00;3325,00;6298,00;7227,00;6298,00;9316,00;6298,00;7227,00;7757,00;5223,00;6152,00;8748,00;10552,00;8748,00;13341,00;8748,00;10552,00;11782,00;7673,00;9477,00
RC532;10223;;;C40AF10223;;Регинас Екатеринбург;;i40;VF;2011 - 2017;1.7;Дизельный;2450,00;3325,00;2450,00;3325,00;2450,00;3325,00;7306,00;12402,00;7306,00;12402,00;7306,00;12402,00;11294,00;6198,00;11294,00;9756,00;15727,00;9756,00;15727,00;9756,00;15727,00;14619,00;8648,00;14619,00
RC532;10223;;;C40AF10223;;Регинас Екатеринбург;;Creta;GSr;2016 -;1.6;Бензиновый;2975,00;4025,00;2975,00;4725,00;2975,00;4025,00;5125,00;8975,00;5125,00;11111,00;5125,00;8975,00;10786,00;4800,00;8650,00;8100,00;13000,00;8100,00;15836,00;8100,00;13000,00;15511,00;7775,00;12675,00
RC532;10223;;;C40AF10223;;Регинас Екатеринбург;;Creta;GSr;2016 -;2.0;Бензиновый;2975,00;4025,00;2975,00;4725,00;2975,00;4025,00;5267,00;6196,00;5267,00;8333,00;5267,00;6196,00;8166,00;5100,00;6030,00;8242,00;10221,00;8242,00;13058,00;8242,00;10221,00;12891,00;8075,00;10055,00
RC532;10223;;;C40AF10223;;Регинас Екатеринбург;;ix35;Ele;2010 - 2015;2.0;Бензиновый;2975,00;4025,00;2975,00;4725,00;2975,00;4025,00;5551,00;6480,00;5551,00;8475,00;5551,00;6480,00;6659,00;4637,00;5566,00;8526,00;10505,00;8526,00;13200,00;8526,00;10505,00;11384,00;7612,00;9591,00
RC532;10223;;;C40AF10223;;Регинас Екатеринбург;;ix35;Ele;2010 - 2015;2.0;Дизельный;2975,00;4025,00;2975,00;4725,00;2975,00;4025,00;8950,00;11428,00;8950,00;11428,00;8950,00;11428,00;10704,00;7872,00;10704,00;11925,00;15453,00;11925,00;16153,00;11925,00;15453,00;15429,00;10847,00;14729,00
RC532;10223;;;C40AF10223;;Регинас Екатеринбург;;Tucson;TLe;2015 -;2.0;Бензиновый;2975,00;4025,00;2975,00;4725,00;2975,00;4025,00;6340,00;7269,00;6340,00;9938,00;6340,00;7269,00;9156,00;5558,00;6487,00;9315,00;11294,00;9315,00;14663,00;9315,00;11294,00;13881,00;8533,00;10512,00
RC532;10223;;;C40AF10223;;Регинас Екатеринбург;;Tucson;TLe;2015 -;1.6T GDI;Бензиновый;2975,00;4025,00;2975,00;4725,00;2975,00;4025,00;6700,00;7520,00;6700,00;9570,00;6700,00;7520,00;8860,00;5990,00;6810,00;9675,00;11545,00;9675,00;14295,00;9675,00;11545,00;13585,00;8965,00;10835,00
RC532;10223;;;C40AF10223;;Регинас Екатеринбург;;Tucson;TLe;2015 -;2.0;Дизельный;2975,00;4025,00;2975,00;4725,00;2975,00;4025,00;9341,00;14967,00;9341,00;14967,00;9341,00;14967,00;14077,00;8451,00;14077,00;12316,00;18992,00;12316,00;19692,00;12316,00;18992,00;18802,00;11426,00;18102,00
